cgpa,internships,projects,workshops,aptitude_score,soft_skills,extracurricular,placement_training,ssc_marks,hsc_marks,status
7.7,1,1,0,68,4.3,No,Yes,65,67,Not Placed
7.3,1,2,0,68,3.8,No,Yes,59,57,Not Placed
6.5,1,1,1,73,4.2,No,No,55,57,Not Placed
7.9,0,1,0,88,4.3,Yes,Yes,73,81,Not Placed
8.0,2,2,2,77,4.8,Yes,No,76,80,Not Placed
8.4,2,3,3,90,4.6,Yes,Yes,70,78,Placed
7.1,2,1,2,77,4.1,Yes,Yes,61,68,Not Placed
7.7,2,1,1,70,3.5,Yes,Yes,66,67,Placed
6.6,1,1,1,72,4.3,No,No,63,74,Not Placed
8.4,0,3,0,87,4.6,Yes,Yes,57,71,Placed
8.4,1,3,0,84,4.1,Yes,Yes,80,75,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,83,87,Placed
8.4,2,1,2,84,4.5,Yes,Yes,60,85,Not Placed
7.0,0,2,1,73,3.9,No,No,64,59,Not Placed
8.4,2,2,0,90,4.1,Yes,Yes,76,78,Not Placed
6.8,1,1,0,74,4.2,No,Yes,58,73,Not Placed
7.6,1,3,1,77,4.1,Yes,No,63,87,Placed
7.8,2,3,2,84,4.4,Yes,No,87,80,Not Placed
8.1,2,2,1,65,4.8,Yes,No,56,68,Not Placed
7.5,1,1,0,81,4.2,No,Yes,55,59,Not Placed
8.3,2,3,2,90,4.4,Yes,Yes,84,86,Placed
8.3,1,2,2,76,4.5,No,Yes,74,70,Placed
8.2,1,3,2,84,4.4,Yes,Yes,70,83,Placed
7.4,1,3,2,81,4.5,Yes,Yes,73,83,Not Placed
7.5,1,1,1,83,4.4,No,Yes,56,63,Not Placed
7.6,0,2,1,81,4.4,Yes,Yes,70,63,Placed
6.7,1,1,1,75,3.8,No,No,65,71,Not Placed
7.8,2,3,1,79,3.9,Yes,Yes,82,64,Not Placed
7.4,0,1,1,64,4.7,No,Yes,76,71,Not Placed
8.6,1,3,0,74,4.4,Yes,Yes,86,81,Placed
8.1,2,3,2,90,4.8,Yes,Yes,72,83,Placed
7.6,2,1,1,85,4.4,No,Yes,59,75,Not Placed
7.4,1,3,1,73,4.4,No,Yes,55,74,Not Placed
8.3,2,2,0,90,4.3,Yes,Yes,61,71,Placed
7.6,0,3,0,85,4.3,No,Yes,64,83,Placed
7.9,2,3,2,90,4.8,Yes,No,88,77,Placed
8.4,2,3,2,89,4.5,Yes,Yes,75,87,Placed
8.4,0,3,2,88,3.7,Yes,Yes,76,85,Placed
8.5,1,3,2,90,4.8,Yes,Yes,88,87,Not Placed
8.5,2,3,2,90,4.3,Yes,Yes,79,83,Placed
7.5,1,1,0,85,4.5,No,No,55,70,Not Placed
8.8,1,3,2,89,4.4,Yes,Yes,77,76,Placed
8.3,1,3,1,66,4.3,No,No,78,71,Not Placed
8.1,1,1,0,76,4.2,No,Yes,75,83,Placed
8.2,1,1,2,85,4.8,Yes,Yes,79,82,Placed
8.3,1,1,0,80,3.6,No,Yes,80,75,Not Placed
6.7,1,1,0,71,4.5,No,No,58,59,Not Placed
7.1,1,1,1,76,4.2,Yes,Yes,81,82,Placed
7.4,1,2,0,76,3.5,No,Yes,62,60,Not Placed
8.4,0,3,0,83,4.5,Yes,Yes,85,67,Placed
8.0,2,1,2,81,3.9,No,No,64,70,Placed
8.4,2,3,2,89,4.8,Yes,Yes,87,83,Placed
7.8,1,1,0,79,4.6,No,No,76,63,Not Placed
8.9,2,2,0,90,4.8,Yes,Yes,72,87,Placed
8.2,2,3,1,90,4.8,Yes,Yes,84,78,Placed
7.6,0,1,1,68,4.1,No,No,63,64,Not Placed
8.7,2,3,2,78,4.8,Yes,Yes,85,75,Placed
7.2,1,2,0,75,4.2,Yes,Yes,73,70,Placed
8.4,2,3,0,83,4.4,Yes,Yes,85,82,Placed
7.5,1,1,0,64,4.0,No,No,58,71,Not Placed
7.4,1,2,0,76,4.5,No,No,68,73,Not Placed
6.7,1,1,0,82,3.7,No,Yes,55,58,Not Placed
7.0,1,2,1,84,3.9,No,Yes,57,64,Not Placed
7.8,1,3,2,82,4.8,Yes,No,78,77,Placed
8.1,2,3,2,90,4.6,Yes,Yes,77,81,Placed
7.5,1,1,0,69,4.5,No,No,64,66,Not Placed
7.4,1,1,0,77,3.8,No,Yes,55,73,Not Placed
6.6,0,1,0,63,4.2,No,No,61,70,Not Placed
6.6,0,1,1,72,3.5,No,Yes,80,66,Not Placed
8.3,1,3,2,90,4.3,Yes,Yes,80,84,Placed
6.7,1,1,0,70,3.7,No,Yes,56,68,Not Placed
9.0,2,3,2,84,4.4,Yes,Yes,77,80,Not Placed
8.1,1,3,2,90,4.7,No,Yes,72,88,Placed
7.5,1,1,0,75,4.8,No,Yes,68,68,Not Placed
8.2,1,2,0,83,4.1,No,Yes,58,85,Not Placed
7.7,1,1,0,74,3.3,No,Yes,57,73,Not Placed
8.2,2,3,2,78,4.8,Yes,Yes,83,83,Placed
7.5,0,1,0,78,4.0,No,No,55,71,Not Placed
6.8,1,3,2,79,4.4,Yes,Yes,71,87,Placed
8.4,0,3,0,90,4.5,Yes,Yes,71,83,Placed
7.7,1,3,2,87,4.8,Yes,Yes,70,88,Placed
8.2,2,1,0,82,4.7,Yes,Yes,63,72,Placed
8.3,1,3,2,79,4.7,Yes,Yes,76,78,Not Placed
6.6,2,2,2,71,3.6,No,No,63,69,Not Placed
8.6,2,1,3,80,4.5,Yes,Yes,83,81,Placed
6.5,1,2,1,74,3.9,No,Yes,77,71,Not Placed
7.5,1,3,1,72,4.4,No,Yes,76,85,Not Placed
8.2,2,3,0,87,4.3,Yes,Yes,83,84,Placed
7.2,1,2,1,76,4.1,No,No,73,65,Not Placed
7.6,1,1,1,86,4.1,No,No,57,64,Not Placed
6.5,1,1,0,64,4.4,No,Yes,61,73,Not Placed
7.4,1,2,0,79,4.2,No,Yes,79,71,Placed
8.6,1,2,1,70,4.1,No,Yes,55,68,Not Placed
7.7,2,3,0,80,4.8,Yes,Yes,73,83,Placed
7.6,1,2,2,80,4.5,No,Yes,77,71,Placed
8.6,1,3,3,90,4.8,Yes,Yes,72,85,Placed
7.3,1,1,0,71,3.8,Yes,No,61,64,Not Placed
7.7,2,1,0,74,4.1,Yes,Yes,78,68,Placed
7.8,1,3,0,82,4.2,Yes,No,60,86,Placed
8.4,2,1,0,77,4.6,No,Yes,55,60,Not Placed
7.5,1,3,0,84,4.2,Yes,Yes,82,69,Placed
7.5,2,3,2,80,4.5,Yes,Yes,77,67,Not Placed
7.8,1,3,2,88,4.6,Yes,No,76,81,Placed
6.5,1,1,1,68,4.7,No,No,59,73,Not Placed
6.8,1,2,2,70,4.0,Yes,Yes,62,69,Not Placed
7.5,1,1,0,71,3.6,Yes,No,61,71,Placed
7.9,1,1,0,74,4.5,Yes,Yes,56,70,Placed
7.4,2,3,0,80,4.0,No,Yes,79,62,Not Placed
8.4,1,1,1,70,3.7,Yes,Yes,55,63,Not Placed
7.6,0,1,1,79,3.5,Yes,Yes,67,63,Placed
8.3,1,3,0,82,4.6,Yes,Yes,73,88,Not Placed
7.2,2,1,1,89,4.0,Yes,Yes,77,83,Not Placed
8.3,1,3,1,89,4.8,Yes,Yes,79,84,Placed
6.6,1,1,1,80,3.5,No,No,70,72,Not Placed
8.4,0,3,1,90,4.5,Yes,Yes,75,82,Placed
8.2,0,2,1,69,3.5,No,Yes,58,64,Not Placed
8.0,2,3,1,78,4.5,Yes,Yes,79,80,Placed
8.4,2,3,2,90,4.6,Yes,Yes,69,82,Placed
8.4,1,3,2,84,4.8,Yes,Yes,80,88,Placed
7.3,1,2,1,68,3.9,No,No,56,65,Not Placed
6.5,1,2,2,88,4.7,Yes,Yes,77,69,Placed
7.4,0,2,1,79,4.6,No,Yes,61,67,Not Placed
8.3,2,3,2,90,4.7,Yes,Yes,73,74,Placed
8.3,2,2,1,64,4.0,No,Yes,55,65,Placed
7.8,1,1,2,74,3.8,No,Yes,60,81,Not Placed
8.2,2,3,2,90,4.6,Yes,Yes,85,85,Placed
8.2,1,3,1,88,3.9,No,No,79,68,Not Placed
7.7,1,1,0,76,4.1,No,Yes,55,64,Not Placed
6.5,1,3,2,73,4.3,Yes,Yes,55,68,Placed
8.3,2,2,2,90,4.7,No,Yes,73,85,Not Placed
8.5,1,3,2,89,4.3,Yes,Yes,77,70,Placed
8.3,0,3,1,79,4.5,Yes,No,55,64,Not Placed
6.6,2,2,0,75,4.4,No,No,80,62,Not Placed
8.8,2,3,3,79,4.4,Yes,Yes,67,82,Placed
8.4,2,3,2,90,4.8,Yes,Yes,78,85,Placed
7.9,1,3,1,90,4.8,Yes,Yes,76,81,Placed
8.0,0,1,3,90,4.8,Yes,Yes,81,82,Placed
8.0,1,3,0,90,4.4,Yes,Yes,77,87,Placed
7.6,2,3,2,90,4.8,Yes,Yes,75,86,Placed
8.8,2,3,2,90,4.8,Yes,Yes,74,88,Placed
7.6,0,1,0,76,4.1,No,No,65,67,Not Placed
7.6,1,3,0,69,3.9,Yes,Yes,74,72,Placed
8.7,2,3,3,89,4.5,Yes,Yes,72,87,Placed
6.6,0,1,1,78,4.4,No,Yes,55,73,Not Placed
7.3,0,1,2,82,4.7,Yes,Yes,78,87,Placed
6.5,1,1,1,80,4.4,No,Yes,60,65,Not Placed
8.6,2,2,2,81,4.8,Yes,Yes,78,81,Placed
7.5,1,2,1,71,4.0,No,No,82,65,Not Placed
8.5,1,3,2,87,4.8,Yes,Yes,67,85,Placed
8.4,1,3,2,90,4.8,Yes,Yes,77,79,Placed
7.4,1,1,1,80,3.6,Yes,Yes,78,74,Not Placed
7.5,1,2,0,70,3.4,No,Yes,55,66,Not Placed
7.4,0,1,1,70,3.9,No,No,57,69,Not Placed
7.6,1,1,1,63,4.5,No,No,70,63,Not Placed
8.0,2,3,0,90,4.7,No,Yes,73,87,Placed
8.0,2,3,2,90,4.8,Yes,Yes,78,85,Placed
7.3,1,1,1,68,4.2,No,No,55,61,Not Placed
7.5,0,2,0,67,4.3,Yes,Yes,55,68,Not Placed
6.7,0,1,0,80,3.1,No,Yes,55,63,Not Placed
7.7,1,1,0,79,4.3,Yes,Yes,85,71,Not Placed
6.5,1,3,2,84,4.6,No,Yes,55,71,Placed
7.5,1,1,1,63,3.5,No,No,55,64,Not Placed
7.3,1,1,2,81,3.7,No,Yes,58,76,Not Placed
7.5,2,2,2,90,4.2,Yes,Yes,70,87,Not Placed
8.5,2,3,1,85,4.1,Yes,Yes,89,79,Placed
8.3,2,3,2,90,4.5,Yes,Yes,87,86,Placed
7.6,0,1,0,90,4.1,No,Yes,77,79,Not Placed
8.6,1,2,0,77,4.5,Yes,Yes,80,84,Placed
8.1,0,3,2,81,4.2,Yes,Yes,90,84,Placed
8.3,1,3,2,90,4.5,No,Yes,77,81,Not Placed
8.3,0,3,2,89,4.8,Yes,Yes,86,85,Placed
7.9,1,2,0,78,4.5,Yes,Yes,75,81,Placed
7.6,2,3,2,81,4.3,Yes,Yes,86,69,Placed
7.7,1,1,0,86,4.1,No,Yes,55,70,Not Placed
7.6,1,2,0,84,3.6,No,Yes,75,60,Placed
6.5,1,3,1,75,4.5,Yes,Yes,59,64,Not Placed
6.6,0,1,1,77,4.3,Yes,Yes,82,66,Not Placed
8.0,1,3,0,86,4.4,Yes,Yes,78,88,Not Placed
8.0,1,2,2,72,4.3,Yes,Yes,82,81,Not Placed
8.5,1,1,2,86,4.5,Yes,Yes,74,83,Placed
7.7,1,1,1,73,4.4,Yes,Yes,82,81,Not Placed
6.5,1,2,0,60,4.7,No,Yes,55,63,Not Placed
8.1,2,3,2,90,4.8,Yes,Yes,71,86,Placed
6.5,0,3,2,72,4.1,Yes,Yes,87,80,Placed
6.7,0,1,0,76,4.0,No,Yes,55,70,Not Placed
8.1,1,2,1,77,3.8,Yes,No,70,64,Not Placed
8.0,2,2,2,86,4.8,Yes,Yes,84,82,Placed
8.3,2,3,2,82,4.3,No,Yes,74,60,Placed
8.6,1,2,3,76,4.7,Yes,Yes,81,80,Not Placed
7.4,1,2,0,89,3.6,No,No,62,72,Not Placed
8.2,1,3,0,90,4.7,Yes,Yes,80,80,Placed
8.3,0,3,2,86,4.7,Yes,Yes,82,86,Placed
6.7,1,1,1,67,4.2,No,No,72,73,Not Placed
7.5,1,3,2,83,4.8,No,Yes,72,82,Not Placed
8.6,2,3,2,90,4.8,Yes,Yes,87,84,Placed
8.3,2,3,2,84,4.0,Yes,Yes,78,86,Not Placed
7.4,1,2,1,70,3.8,Yes,Yes,70,68,Not Placed
8.4,2,3,2,86,4.8,Yes,Yes,74,81,Placed
8.1,1,3,0,77,4.1,No,Yes,70,84,Not Placed
6.7,1,1,1,67,3.4,No,No,56,62,Not Placed
8.1,1,3,2,90,4.4,Yes,Yes,77,86,Placed
7.4,1,1,0,80,4.1,No,Yes,75,68,Not Placed
7.8,2,3,2,90,4.8,Yes,Yes,71,84,Placed
7.9,0,2,1,76,4.7,Yes,Yes,82,82,Not Placed
8.4,1,2,1,87,4.7,No,Yes,76,67,Not Placed
6.9,1,1,1,64,3.5,No,No,68,66,Not Placed
6.7,1,1,0,83,4.2,No,No,55,57,Not Placed
7.1,1,2,1,73,3.9,No,Yes,79,72,Placed
7.6,0,1,0,81,4.4,Yes,Yes,84,83,Placed
7.5,0,3,2,78,4.2,Yes,Yes,81,86,Not Placed
7.9,1,3,1,81,4.5,No,Yes,75,73,Placed
7.5,0,3,2,90,4.3,No,Yes,89,86,Placed
8.0,2,3,2,90,4.8,Yes,Yes,68,85,Placed
7.4,0,2,1,76,4.0,No,Yes,69,73,Not Placed
8.5,2,1,0,86,4.5,Yes,Yes,80,82,Placed
8.0,0,3,1,83,4.4,Yes,Yes,83,79,Placed
7.3,1,2,1,67,4.6,No,No,59,80,Not Placed
6.6,1,2,1,62,3.7,No,Yes,73,60,Not Placed
8.5,2,3,2,90,4.6,Yes,Yes,80,87,Placed
7.5,1,3,1,66,3.8,No,Yes,69,72,Not Placed
7.7,1,1,0,79,4.6,No,No,88,61,Not Placed
7.6,1,2,1,67,4.4,Yes,Yes,61,73,Placed
8.6,2,3,2,90,4.8,Yes,Yes,73,88,Placed
8.4,1,3,0,86,4.7,Yes,Yes,80,70,Placed
7.7,1,1,3,79,4.1,Yes,Yes,82,82,Placed
8.2,1,3,2,86,4.8,Yes,Yes,86,83,Placed
8.6,2,3,2,90,4.8,Yes,Yes,76,88,Placed
6.5,1,2,1,79,4.1,No,Yes,60,60,Not Placed
8.5,1,2,0,75,4.5,No,Yes,65,73,Not Placed
7.5,1,2,1,90,3.8,Yes,Yes,82,86,Placed
6.7,1,2,1,68,4.3,No,Yes,56,68,Not Placed
8.4,2,3,2,90,4.8,Yes,Yes,69,83,Placed
7.5,1,1,0,60,3.7,No,Yes,55,74,Not Placed
8.5,1,1,2,82,4.4,Yes,Yes,82,85,Placed
8.5,1,2,2,90,4.6,Yes,Yes,79,84,Placed
7.6,1,3,0,90,4.8,Yes,Yes,75,85,Placed
7.6,1,3,0,75,4.2,Yes,No,76,76,Placed
8.3,0,3,2,90,4.8,Yes,No,90,84,Placed
8.1,2,3,2,89,4.6,Yes,Yes,73,83,Not Placed
6.7,1,2,1,76,3.2,No,Yes,55,80,Not Placed
7.7,1,3,1,78,3.9,Yes,No,66,83,Not Placed
6.7,0,1,0,77,4.1,No,No,63,68,Not Placed
6.5,0,1,0,60,3.9,No,No,64,66,Not Placed
6.7,1,1,2,89,4.3,Yes,Yes,73,67,Not Placed
8.5,2,3,2,83,4.6,Yes,Yes,73,81,Placed
7.7,1,2,2,80,4.5,No,Yes,78,84,Placed
8.1,0,2,2,75,4.3,Yes,Yes,84,88,Placed
6.5,2,1,1,73,4.3,Yes,No,86,81,Not Placed
8.0,1,3,1,87,3.9,No,Yes,56,66,Not Placed
7.4,1,2,0,69,4.1,No,No,58,71,Not Placed
7.4,1,2,1,71,3.5,No,No,74,64,Not Placed
8.2,2,1,0,79,4.6,Yes,No,63,65,Not Placed
7.4,1,2,1,71,4.1,No,Yes,62,72,Not Placed
7.9,1,3,1,76,4.3,No,No,62,65,Not Placed
8.1,2,1,1,75,4.7,Yes,Yes,60,70,Not Placed
8.3,2,3,2,90,4.8,Yes,Yes,90,85,Placed
8.1,0,2,2,86,4.6,Yes,Yes,57,79,Not Placed
8.4,2,3,2,90,4.8,Yes,Yes,70,86,Placed
9.1,1,1,0,75,3.8,No,No,55,62,Placed
8.2,1,3,2,90,4.8,Yes,Yes,77,87,Placed
7.7,0,1,0,82,4.1,No,Yes,56,75,Not Placed
6.7,1,1,1,68,4.8,Yes,No,57,65,Not Placed
8.3,2,3,2,90,4.7,Yes,Yes,85,82,Placed
8.0,1,3,2,90,4.8,Yes,Yes,69,85,Not Placed
8.3,2,3,2,87,4.7,Yes,Yes,84,80,Placed
7.9,1,3,2,89,4.8,Yes,Yes,78,84,Placed
7.5,1,1,0,63,4.5,No,Yes,59,58,Not Placed
8.0,2,3,0,90,4.8,Yes,Yes,89,80,Placed
8.5,2,1,0,79,4.8,Yes,No,55,72,Placed
7.9,1,2,3,80,4.7,Yes,Yes,78,73,Not Placed
7.7,0,1,1,78,4.6,Yes,Yes,74,66,Not Placed
7.4,1,2,1,74,3.9,No,Yes,76,74,Not Placed
6.5,1,2,1,77,4.0,No,No,55,63,Not Placed
7.7,2,2,0,75,4.5,Yes,Yes,78,72,Not Placed
7.5,1,2,1,79,4.4,Yes,No,55,77,Placed
8.6,1,3,2,90,4.8,Yes,Yes,78,87,Placed
8.5,2,3,2,90,4.8,Yes,Yes,82,87,Placed
7.5,1,1,0,66,3.9,No,Yes,55,78,Not Placed
7.6,0,1,0,82,4.3,No,Yes,71,72,Not Placed
7.5,0,1,0,72,4.3,No,Yes,56,66,Not Placed
7.5,0,1,0,71,3.8,No,Yes,59,69,Not Placed
7.0,1,3,2,87,3.9,Yes,Yes,64,72,Not Placed
6.5,1,1,1,84,4.4,Yes,Yes,72,87,Placed
7.6,2,2,2,83,4.8,Yes,Yes,71,85,Placed
7.7,1,1,1,68,4.6,Yes,No,65,65,Not Placed
7.7,1,1,1,64,3.9,No,No,58,66,Not Placed
6.6,0,1,1,68,3.8,No,No,64,67,Not Placed
6.9,1,1,0,61,3.5,No,No,66,66,Not Placed
7.4,2,2,1,81,4.4,Yes,Yes,66,88,Placed
8.1,2,2,0,83,4.4,No,No,74,82,Not Placed
6.9,0,1,0,81,4.0,No,Yes,74,71,Not Placed
8.3,0,3,2,80,4.7,Yes,Yes,79,85,Not Placed
7.7,1,3,2,81,4.7,Yes,Yes,73,66,Not Placed
8.5,1,1,2,75,4.8,No,Yes,75,62,Placed
7.5,1,2,0,83,4.2,No,Yes,60,71,Not Placed
8.1,0,2,1,88,4.8,No,Yes,62,81,Placed
7.9,0,2,2,85,4.8,Yes,Yes,75,83,Not Placed
7.7,2,3,2,89,4.5,No,Yes,74,85,Not Placed
7.5,0,3,2,83,4.4,Yes,Yes,78,88,Placed
8.2,1,3,0,82,4.1,Yes,Yes,85,86,Not Placed
8.6,1,2,1,73,4.7,Yes,Yes,76,66,Not Placed
6.7,1,1,1,77,3.4,No,Yes,59,72,Not Placed
7.6,0,1,1,80,4.6,No,No,55,64,Not Placed
6.5,0,3,0,88,4.8,Yes,Yes,85,84,Placed
8.2,2,3,2,90,4.8,Yes,No,77,83,Placed
7.7,2,1,2,79,4.6,Yes,Yes,57,80,Placed
7.5,1,2,1,83,4.0,No,Yes,67,71,Not Placed
6.5,0,1,1,60,3.7,No,No,61,68,Not Placed
7.4,2,2,0,66,4.2,Yes,No,69,69,Not Placed
8.2,1,1,0,71,3.6,Yes,Yes,55,65,Not Placed
6.5,0,1,1,66,4.4,No,No,69,67,Not Placed
6.5,1,1,1,71,3.7,No,Yes,67,64,Not Placed
8.7,2,3,2,77,4.8,Yes,No,89,87,Placed
7.6,1,1,0,75,4.0,No,No,55,57,Not Placed
8.2,1,1,0,86,4.6,No,Yes,79,61,Not Placed
8.1,2,2,2,85,4.5,No,Yes,71,83,Not Placed
8.1,0,3,0,77,3.9,Yes,No,69,65,Not Placed
8.4,2,3,2,90,4.8,Yes,Yes,85,81,Placed
8.3,1,3,2,86,4.8,Yes,Yes,80,84,Placed
7.5,0,1,2,81,4.1,Yes,Yes,84,81,Not Placed
6.6,1,1,1,77,4.0,No,No,57,66,Not Placed
8.3,1,2,2,90,4.8,Yes,Yes,78,85,Placed
8.3,2,3,2,89,4.8,Yes,Yes,83,82,Placed
8.1,1,1,1,74,4.5,No,No,70,62,Not Placed
8.3,1,3,1,83,4.8,Yes,No,65,80,Not Placed
6.5,0,1,1,87,4.8,No,No,55,72,Not Placed
6.8,1,1,1,61,3.5,No,No,66,72,Not Placed
8.0,1,3,0,80,4.7,No,Yes,68,83,Placed
8.2,2,3,2,90,4.8,Yes,Yes,75,85,Placed
7.7,0,2,0,88,4.8,Yes,No,77,81,Not Placed
7.6,1,1,1,81,4.0,No,Yes,65,65,Not Placed
7.5,1,1,0,60,3.9,No,No,55,69,Not Placed
8.4,2,3,2,90,4.8,Yes,Yes,76,86,Placed
7.8,1,2,1,81,3.7,No,Yes,55,83,Not Placed
8.4,0,3,2,84,4.5,Yes,No,85,84,Placed
7.5,1,3,1,83,4.4,Yes,Yes,77,87,Placed
8.3,2,2,0,79,4.5,Yes,Yes,82,66,Placed
6.5,2,1,2,79,4.4,No,No,55,66,Not Placed
8.2,1,3,2,89,4.3,Yes,No,84,82,Placed
6.5,1,2,1,78,4.1,No,No,78,63,Not Placed
6.5,1,1,1,79,4.6,Yes,Yes,56,68,Not Placed
8.3,1,3,0,77,4.8,Yes,Yes,74,57,Not Placed
8.2,2,3,3,90,4.8,Yes,Yes,69,88,Not Placed
6.6,1,1,1,68,3.3,Yes,No,60,62,Not Placed
8.3,1,2,3,85,4.6,Yes,Yes,69,86,Placed
8.0,1,1,1,83,4.2,Yes,Yes,78,79,Not Placed
6.6,1,2,0,87,4.6,No,Yes,80,71,Not Placed
8.1,2,3,2,90,4.7,Yes,Yes,86,81,Placed
8.5,2,2,2,88,4.8,Yes,Yes,76,86,Placed
7.5,1,1,0,75,3.9,No,Yes,55,64,Not Placed
6.5,0,1,0,71,3.7,No,Yes,71,65,Not Placed
7.6,2,3,2,90,4.5,Yes,Yes,75,83,Placed
8.6,0,3,2,81,3.9,Yes,Yes,82,71,Placed
6.8,1,1,0,76,4.0,No,No,60,58,Not Placed
8.0,1,3,2,81,4.0,Yes,Yes,81,86,Placed
7.7,1,1,0,71,4.3,No,Yes,55,66,Not Placed
7.5,0,1,1,60,4.2,No,No,59,74,Not Placed
6.9,1,2,0,66,4.4,Yes,Yes,57,84,Placed
8.3,2,3,2,90,4.8,Yes,Yes,84,86,Placed
7.6,1,1,1,82,4.3,No,No,62,60,Placed
6.5,2,1,1,72,4.4,No,Yes,55,66,Not Placed
6.6,1,2,0,79,4.4,No,Yes,66,68,Not Placed
6.8,0,1,1,64,3.8,No,No,55,71,Not Placed
8.6,1,3,2,90,4.6,Yes,Yes,85,81,Placed
8.1,2,3,0,90,4.6,Yes,Yes,80,81,Placed
8.2,2,3,2,84,4.8,Yes,Yes,71,83,Placed
8.7,1,1,0,75,4.4,Yes,No,71,57,Not Placed
7.3,1,3,1,71,3.8,Yes,Yes,79,81,Not Placed
7.4,1,1,1,82,4.1,No,No,60,65,Not Placed
7.6,1,2,1,84,4.7,No,No,69,72,Not Placed
6.5,1,2,0,87,4.3,No,No,63,68,Not Placed
8.5,2,3,2,77,4.5,Yes,Yes,81,85,Placed
7.5,0,2,1,72,4.5,Yes,No,67,64,Not Placed
7.3,1,1,0,65,3.9,No,No,69,67,Not Placed
6.5,1,1,1,64,4.4,Yes,No,57,61,Not Placed
8.4,2,3,2,90,4.8,Yes,Yes,80,85,Placed
8.0,2,3,2,90,4.7,Yes,Yes,77,70,Not Placed
8.0,2,3,2,90,4.8,Yes,Yes,76,88,Placed
8.3,2,1,2,81,4.8,Yes,No,89,83,Not Placed
7.0,0,1,0,75,3.8,Yes,No,59,72,Not Placed
8.3,2,3,2,89,3.9,Yes,Yes,78,88,Not Placed
7.7,1,0,0,65,3.9,Yes,No,55,71,Not Placed
7.9,0,1,1,74,3.9,Yes,Yes,79,62,Not Placed
8.6,1,3,0,90,4.8,Yes,Yes,86,80,Placed
7.8,1,3,1,77,3.6,No,Yes,55,64,Not Placed
7.4,1,1,1,61,4.1,No,Yes,55,69,Not Placed
7.4,1,1,0,64,4.2,Yes,Yes,61,70,Not Placed
8.4,1,3,2,90,4.3,Yes,Yes,84,80,Placed
7.4,1,1,1,77,4.1,Yes,Yes,73,74,Not Placed
8.3,2,3,1,88,3.8,Yes,Yes,58,87,Placed
6.5,0,1,0,64,3.9,No,Yes,58,68,Not Placed
7.7,0,1,0,79,4.0,No,Yes,59,59,Not Placed
8.4,2,3,2,90,4.7,Yes,Yes,79,87,Placed
8.3,0,1,0,73,3.8,Yes,Yes,72,80,Not Placed
6.5,0,1,1,69,3.9,No,No,55,75,Not Placed
8.4,1,3,0,90,4.7,Yes,Yes,74,83,Placed
6.6,1,1,1,60,3.9,No,Yes,56,58,Not Placed
8.4,2,2,2,85,4.8,Yes,No,72,82,Not Placed
8.7,0,3,2,88,4.7,Yes,Yes,85,82,Placed
8.3,1,3,2,90,4.7,Yes,Yes,86,86,Placed
6.6,1,1,1,87,4.7,No,Yes,55,69,Not Placed
6.7,2,3,2,82,4.8,Yes,No,84,82,Placed
8.4,2,3,2,90,4.7,Yes,Yes,80,88,Placed
7.7,1,3,2,90,4.7,Yes,Yes,82,73,Placed
7.6,1,1,0,67,3.8,No,No,55,64,Not Placed
7.8,1,2,0,80,4.7,Yes,Yes,55,66,Not Placed
8.1,1,3,2,90,4.8,Yes,Yes,79,84,Placed
6.5,1,1,0,72,3.8,No,No,55,68,Not Placed
7.2,0,2,1,78,4.4,No,Yes,79,61,Not Placed
6.6,1,3,0,77,3.7,No,Yes,55,65,Not Placed
7.5,1,3,2,78,4.7,Yes,Yes,79,81,Not Placed
7.6,1,1,1,75,3.6,No,Yes,65,66,Not Placed
8.6,0,3,2,90,4.8,Yes,Yes,75,86,Placed
6.8,0,1,0,73,4.5,No,No,59,60,Not Placed
7.4,2,1,0,78,3.6,No,No,55,70,Not Placed
7.9,1,3,2,89,4.6,Yes,Yes,83,86,Placed
8.0,1,3,2,81,4.8,Yes,No,64,85,Not Placed
8.3,2,2,2,90,4.8,Yes,Yes,71,83,Placed
7.8,0,2,0,79,4.5,Yes,No,80,81,Not Placed
7.8,1,1,2,75,4.1,No,Yes,55,82,Not Placed
7.7,0,1,0,65,4.6,No,No,58,59,Not Placed
7.6,1,2,0,77,4.0,No,Yes,64,65,Not Placed
8.0,1,1,0,69,3.6,No,No,55,62,Not Placed
6.6,0,1,0,77,3.7,No,No,61,60,Not Placed
7.7,1,1,0,74,4.1,Yes,Yes,73,63,Not Placed
6.7,1,1,1,76,3.9,No,No,62,65,Not Placed
7.7,0,1,0,73,4.3,Yes,No,55,57,Placed
8.0,1,1,0,82,4.5,Yes,Yes,73,66,Not Placed
6.6,0,1,1,68,4.1,No,Yes,55,66,Not Placed
7.5,1,1,0,68,4.3,No,Yes,55,68,Not Placed
8.0,2,3,2,90,4.4,Yes,Yes,80,88,Placed
7.5,1,3,1,81,4.6,Yes,Yes,72,80,Not Placed
6.5,0,1,0,88,4.3,Yes,Yes,76,88,Placed
7.4,2,1,1,78,4.3,No,No,55,68,Not Placed
8.4,1,3,0,90,4.5,Yes,Yes,59,82,Placed
7.5,1,1,0,72,4.1,No,No,55,72,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,78,83,Placed
6.6,0,2,0,79,4.2,Yes,No,62,79,Not Placed
7.6,2,1,0,78,3.9,No,No,83,69,Placed
